ModelName,BERTScore Precision (Mean),BERTScore Recall (Mean),BERTScore F1 (Mean)
llama3.2_3b,0.93,0.87,0.9
llama3.2_3b,0.84,0.86,0.85
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.91,0.93,0.92
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.96,0.96,0.96
llama3.2_3b,0.91,0.86,0.89
llama3.2_3b,0.88,0.79,0.83
llama3.2_3b,0.9,0.82,0.86
llama3.2_3b,0.83,0.81,0.82
llama3.2_3b,0.84,0.85,0.85
llama3.2_3b,0.9,0.93,0.91
llama3.2_3b,0.88,0.85,0.86
llama3.2_3b,0.93,0.84,0.88
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.84,0.84,0.84
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.9,0.85,0.88
llama3.2_3b,0.87,0.81,0.84
llama3.2_3b,0.86,0.91,0.89
llama3.2_3b,0.9,0.88,0.89
llama3.2_3b,0.92,0.93,0.93
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.85,0.87,0.86
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.87,0.88,0.88
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.89,0.92,0.9
llama3.2_3b,0.85,0.81,0.83
llama3.2_3b,0.87,0.88,0.88
llama3.2_3b,0.83,0.89,0.86
llama3.2_3b,0.86,0.85,0.85
llama3.2_3b,0.9,0.88,0.89
llama3.2_3b,0.82,0.85,0.83
llama3.2_3b,0.86,0.83,0.85
llama3.2_3b,0.85,0.78,0.81
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.89,0.88,0.88
llama3.2_3b,0.86,0.89,0.88
llama3.2_3b,0.87,0.82,0.84
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.87,0.88,0.87
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.87,0.9,0.89
llama3.2_3b,0.9,0.87,0.88
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.9,0.85,0.87
llama3.2_3b,0.91,0.87,0.89
llama3.2_3b,0.85,0.86,0.85
llama3.2_3b,0.85,0.81,0.83
llama3.2_3b,0.87,0.89,0.88
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.87,0.82,0.84
llama3.2_3b,0.83,0.85,0.84
llama3.2_3b,0.87,0.84,0.86
llama3.2_3b,0.85,0.91,0.88
llama3.2_3b,0.9,0.91,0.91
llama3.2_3b,0.89,0.86,0.87
llama3.2_3b,0.87,0.81,0.84
llama3.2_3b,0.83,0.86,0.85
llama3.2_3b,0.89,0.9,0.89
llama3.2_3b,0.83,0.85,0.84
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.84,0.82,0.83
llama3.2_3b,0.85,0.77,0.8
llama3.2_3b,0.86,0.83,0.85
llama3.2_3b,0.83,0.87,0.85
llama3.2_3b,0.88,0.81,0.84
llama3.2_3b,0.85,0.74,0.79
llama3.2_3b,0.9,0.9,0.9
llama3.2_3b,0.81,0.86,0.84
llama3.2_3b,0.86,0.85,0.86
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.89,0.92,0.91
llama3.2_3b,0.94,0.95,0.94
llama3.2_3b,0.87,0.89,0.88
llama3.2_3b,0.89,0.82,0.85
llama3.2_3b,0.9,0.88,0.89
llama3.2_3b,0.91,0.84,0.87
llama3.2_3b,0.83,0.89,0.86
llama3.2_3b,0.85,0.79,0.82
llama3.2_3b,0.88,0.91,0.89
llama3.2_3b,0.87,0.88,0.87
llama3.2_3b,0.88,0.85,0.86
llama3.2_3b,0.87,0.88,0.87
llama3.2_3b,0.94,0.95,0.94
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.91,0.89,0.9
llama3.2_3b,0.86,0.83,0.84
llama3.2_3b,0.84,0.82,0.83
llama3.2_3b,0.85,0.86,0.85
llama3.2_3b,0.84,0.86,0.85
llama3.2_3b,0.89,0.89,0.89
llama3.2_3b,0.89,0.89,0.89
llama3.2_3b,0.91,0.91,0.91
llama3.2_3b,0.87,0.88,0.87
llama3.2_3b,0.86,0.89,0.87
llama3.2_3b,0.91,0.89,0.9
llama3.2_3b,0.9,0.94,0.92
llama3.2_3b,0.83,0.85,0.84
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.91,0.87,0.89
llama3.2_3b,0.83,0.78,0.8
llama3.2_3b,0.88,0.85,0.87
llama3.2_3b,0.91,0.85,0.88
llama3.2_3b,0.9,0.9,0.9
llama3.2_3b,0.85,0.86,0.85
llama3.2_3b,0.83,0.78,0.81
llama3.2_3b,0.86,0.75,0.8
llama3.2_3b,0.85,0.82,0.83
llama3.2_3b,0.81,0.79,0.8
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.86,0.85,0.86
llama3.2_3b,0.86,0.87,0.87
llama3.2_3b,0.85,0.81,0.83
llama3.2_3b,0.84,0.83,0.83
llama3.2_3b,0.88,0.89,0.88
llama3.2_3b,0.85,0.77,0.81
llama3.2_3b,0.92,0.95,0.93
llama3.2_3b,0.9,0.94,0.92
llama3.2_3b,0.83,0.87,0.85
llama3.2_3b,0.87,0.82,0.85
llama3.2_3b,0.87,0.84,0.85
llama3.2_3b,0.87,0.89,0.88
llama3.2_3b,0.84,0.83,0.84
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.88,0.8,0.83
llama3.2_3b,0.83,0.83,0.83
llama3.2_3b,0.87,0.88,0.87
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.96,0.98,0.97
llama3.2_3b,0.84,0.84,0.84
llama3.2_3b,0.84,0.86,0.85
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.89,0.89,0.89
llama3.2_3b,0.85,0.82,0.83
llama3.2_3b,0.9,0.85,0.87
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.88,0.82,0.85
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.88,0.77,0.82
llama3.2_3b,0.84,0.86,0.85
llama3.2_3b,0.88,0.87,0.87
llama3.2_3b,0.84,0.85,0.84
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.9,0.81,0.85
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.9,0.88,0.89
llama3.2_3b,0.84,0.85,0.84
llama3.2_3b,0.87,0.84,0.85
llama3.2_3b,0.83,0.76,0.79
llama3.2_3b,0.88,0.85,0.86
llama3.2_3b,0.85,0.84,0.85
llama3.2_3b,0.87,0.77,0.82
llama3.2_3b,0.87,0.8,0.83
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.86,0.87,0.87
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.87,0.81,0.84
llama3.2_3b,0.82,0.74,0.78
llama3.2_3b,0.84,0.86,0.85
llama3.2_3b,0.89,0.88,0.88
llama3.2_3b,0.83,0.8,0.81
llama3.2_3b,0.79,0.82,0.8
llama3.2_3b,0.87,0.89,0.88
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.88,0.85,0.87
llama3.2_3b,0.8,0.83,0.81
llama3.2_3b,0.88,0.83,0.86
llama3.2_3b,0.85,0.8,0.82
llama3.2_3b,0.9,0.89,0.89
llama3.2_3b,0.84,0.85,0.85
llama3.2_3b,0.87,0.9,0.88
llama3.2_3b,0.89,0.79,0.84
llama3.2_3b,0.85,0.8,0.83
llama3.2_3b,0.88,0.89,0.88
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.89,0.88,0.88
llama3.2_3b,0.82,0.79,0.8
llama3.2_3b,0.86,0.89,0.87
llama3.2_3b,0.82,0.86,0.84
llama3.2_3b,0.84,0.77,0.8
llama3.2_3b,0.91,0.93,0.92
llama3.2_3b,0.88,0.82,0.85
llama3.2_3b,0.86,0.88,0.87
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.83,0.85,0.84
llama3.2_3b,0.84,0.85,0.85
llama3.2_3b,0.87,0.84,0.86
llama3.2_3b,0.89,0.83,0.86
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.91,0.86,0.88
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.87,0.9,0.88
llama3.2_3b,0.88,0.77,0.82
llama3.2_3b,0.84,0.83,0.84
llama3.2_3b,0.83,0.79,0.81
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.89,0.86,0.87
llama3.2_3b,0.88,0.85,0.87
llama3.2_3b,0.83,0.83,0.83
llama3.2_3b,0.89,0.74,0.81
llama3.2_3b,0.89,0.9,0.89
llama3.2_3b,0.86,0.88,0.87
llama3.2_3b,0.9,0.9,0.9
llama3.2_3b,0.85,0.84,0.85
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.84,0.84,0.84
llama3.2_3b,0.85,0.82,0.83
llama3.2_3b,0.91,0.91,0.91
llama3.2_3b,0.89,0.79,0.84
llama3.2_3b,0.91,0.91,0.91
llama3.2_3b,0.93,0.93,0.93
llama3.2_3b,0.91,0.91,0.91
llama3.2_3b,0.86,0.87,0.87
llama3.2_3b,0.8,0.76,0.78
llama3.2_3b,0.91,0.91,0.91
llama3.2_3b,0.86,0.89,0.88
llama3.2_3b,0.85,0.89,0.87
llama3.2_3b,0.87,0.84,0.85
llama3.2_3b,0.84,0.86,0.85
llama3.2_3b,0.88,0.83,0.85
llama3.2_3b,0.9,0.85,0.87
llama3.2_3b,0.9,0.88,0.89
llama3.2_3b,0.85,0.84,0.85
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.84,0.83,0.84
llama3.2_3b,0.86,0.89,0.87
llama3.2_3b,0.87,0.88,0.87
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.89,0.82,0.86
llama3.2_3b,0.86,0.81,0.84
llama3.2_3b,0.87,0.89,0.88
llama3.2_3b,0.93,0.9,0.92
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.82,0.74,0.78
llama3.2_3b,0.88,0.77,0.82
llama3.2_3b,0.84,0.73,0.78
llama3.2_3b,0.88,0.87,0.87
llama3.2_3b,0.85,0.82,0.83
llama3.2_3b,0.85,0.79,0.82
llama3.2_3b,0.85,0.86,0.86
llama3.2_3b,0.85,0.81,0.83
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.91,0.93,0.92
llama3.2_3b,0.9,0.9,0.9
llama3.2_3b,0.91,0.93,0.92
llama3.2_3b,0.93,0.86,0.9
llama3.2_3b,0.89,0.91,0.9
llama3.2_3b,0.9,0.85,0.87
llama3.2_3b,0.87,0.81,0.84
llama3.2_3b,0.87,0.86,0.87
llama3.2_3b,0.84,0.88,0.86
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.89,0.88,0.88
llama3.2_3b,0.88,0.8,0.84
llama3.2_3b,0.87,0.88,0.88
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.86,0.89,0.87
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.84,0.87,0.86
llama3.2_3b,0.87,0.92,0.9
llama3.2_3b,0.89,0.87,0.88
llama3.2_3b,0.91,0.89,0.9
llama3.2_3b,0.9,0.91,0.9
llama3.2_3b,0.87,0.9,0.89
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.9,0.91,0.9
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.83,0.84,0.84
llama3.2_3b,0.84,0.83,0.84
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.83,0.81,0.82
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.86,0.85,0.85
llama3.2_3b,0.86,0.83,0.84
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.87,0.82,0.85
llama3.2_3b,0.84,0.84,0.84
llama3.2_3b,0.85,0.8,0.82
llama3.2_3b,0.88,0.78,0.83
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.87,0.91,0.89
llama3.2_3b,0.85,0.86,0.85
llama3.2_3b,0.86,0.8,0.83
llama3.2_3b,0.89,0.9,0.89
llama3.2_3b,0.89,0.87,0.88
llama3.2_3b,0.83,0.88,0.86
llama3.2_3b,0.9,0.86,0.88
llama3.2_3b,0.94,0.93,0.94
llama3.2_3b,0.87,0.9,0.89
llama3.2_3b,0.9,0.86,0.88
llama3.2_3b,0.91,0.85,0.88
llama3.2_3b,0.84,0.82,0.83
llama3.2_3b,0.85,0.8,0.82
llama3.2_3b,0.86,0.88,0.87
llama3.2_3b,0.83,0.85,0.84
llama3.2_3b,0.92,0.9,0.91
llama3.2_3b,0.88,0.8,0.84
llama3.2_3b,0.8,0.76,0.78
llama3.2_3b,0.83,0.84,0.83
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.92,0.95,0.93
llama3.2_3b,0.87,0.88,0.87
llama3.2_3b,0.93,0.89,0.91
llama3.2_3b,0.9,0.89,0.89
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.94,0.9,0.92
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.82,0.8,0.81
llama3.2_3b,0.83,0.84,0.84
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.88,0.81,0.84
llama3.2_3b,0.82,0.82,0.82
llama3.2_3b,0.87,0.84,0.85
llama3.2_3b,0.91,0.9,0.91
llama3.2_3b,0.84,0.81,0.83
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.8,0.78,0.79
llama3.2_3b,0.9,0.9,0.9
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.86,0.78,0.82
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.9,0.85,0.88
llama3.2_3b,0.86,0.85,0.85
llama3.2_3b,0.88,0.81,0.84
llama3.2_3b,0.84,0.83,0.84
llama3.2_3b,0.92,0.92,0.92
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.88,0.82,0.85
llama3.2_3b,0.9,0.92,0.91
llama3.2_3b,0.85,0.79,0.82
llama3.2_3b,0.86,0.81,0.83
llama3.2_3b,0.84,0.81,0.82
llama3.2_3b,0.92,0.9,0.91
llama3.2_3b,0.86,0.83,0.84
llama3.2_3b,0.83,0.8,0.81
llama3.2_3b,0.83,0.84,0.83
llama3.2_3b,0.88,0.89,0.88
llama3.2_3b,0.83,0.79,0.81
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.85,0.82,0.83
llama3.2_3b,0.85,0.78,0.81
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.9,0.87,0.88
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.91,0.96,0.93
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.85,0.86,0.85
llama3.2_3b,0.83,0.78,0.81
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.87,0.9,0.88
llama3.2_3b,0.89,0.85,0.87
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.86,0.88,0.87
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.9,0.85,0.87
llama3.2_3b,0.84,0.88,0.86
llama3.2_3b,0.84,0.8,0.82
llama3.2_3b,0.9,0.89,0.89
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.9,0.9,0.9
llama3.2_3b,0.86,0.81,0.83
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.89,0.84,0.86
llama3.2_3b,0.88,0.89,0.89
llama3.2_3b,0.84,0.84,0.84
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.86,0.91,0.88
llama3.2_3b,0.85,0.77,0.81
llama3.2_3b,0.89,0.87,0.88
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.89,0.86,0.88
llama3.2_3b,0.86,0.85,0.85
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.9,0.92,0.91
llama3.2_3b,0.86,0.87,0.87
llama3.2_3b,0.85,0.88,0.87
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.88,0.82,0.85
llama3.2_3b,0.88,0.93,0.9
llama3.2_3b,0.84,0.81,0.82
llama3.2_3b,0.88,0.87,0.87
llama3.2_3b,0.91,0.9,0.91
llama3.2_3b,0.88,0.82,0.85
llama3.2_3b,0.87,0.79,0.83
llama3.2_3b,0.87,0.88,0.88
llama3.2_3b,0.87,0.79,0.83
llama3.2_3b,0.87,0.91,0.89
llama3.2_3b,0.88,0.82,0.85
llama3.2_3b,0.85,0.82,0.84
llama3.2_3b,0.89,0.89,0.89
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.91,0.83,0.87
llama3.2_3b,0.83,0.86,0.84
llama3.2_3b,0.83,0.81,0.82
llama3.2_3b,0.85,0.79,0.82
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.93,0.86,0.9
llama3.2_3b,0.85,0.82,0.84
llama3.2_3b,0.9,0.9,0.9
llama3.2_3b,0.84,0.82,0.83
llama3.2_3b,0.87,0.92,0.9
llama3.2_3b,0.85,0.89,0.87
llama3.2_3b,0.85,0.81,0.83
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.85,0.88,0.86
llama3.2_3b,0.84,0.83,0.84
llama3.2_3b,0.91,0.85,0.88
llama3.2_3b,0.87,0.82,0.84
llama3.2_3b,0.86,0.83,0.85
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.88,0.85,0.86
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.88,0.81,0.84
llama3.2_3b,0.85,0.82,0.84
llama3.2_3b,0.87,0.82,0.84
llama3.2_3b,0.86,0.85,0.85
llama3.2_3b,0.87,0.79,0.83
llama3.2_3b,0.89,0.86,0.87
llama3.2_3b,0.82,0.82,0.82
llama3.2_3b,0.84,0.83,0.83
llama3.2_3b,0.86,0.81,0.83
llama3.2_3b,0.85,0.81,0.83
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.83,0.79,0.81
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.83,0.9,0.87
llama3.2_3b,0.88,0.87,0.87
llama3.2_3b,0.88,0.76,0.82
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.87,0.8,0.83
llama3.2_3b,0.89,0.84,0.86
llama3.2_3b,0.89,0.9,0.9
llama3.2_3b,0.85,0.91,0.88
llama3.2_3b,0.83,0.82,0.83
llama3.2_3b,0.84,0.81,0.82
llama3.2_3b,0.79,0.82,0.8
llama3.2_3b,0.88,0.91,0.89
llama3.2_3b,0.89,0.88,0.88
llama3.2_3b,0.82,0.84,0.83
llama3.2_3b,0.86,0.87,0.87
llama3.2_3b,0.88,0.89,0.88
llama3.2_3b,0.86,0.8,0.83
llama3.2_3b,0.91,0.9,0.9
llama3.2_3b,0.91,0.9,0.91
llama3.2_3b,0.84,0.82,0.83
llama3.2_3b,0.85,0.88,0.86
llama3.2_3b,0.91,0.92,0.91
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.86,0.88,0.87
llama3.2_3b,0.87,0.81,0.84
llama3.2_3b,0.92,0.86,0.89
llama3.2_3b,0.91,0.92,0.92
llama3.2_3b,0.9,0.89,0.89
llama3.2_3b,0.89,0.87,0.88
llama3.2_3b,0.88,0.85,0.87
llama3.2_3b,0.91,0.9,0.9
llama3.2_3b,0.88,0.85,0.86
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.84,0.88,0.86
llama3.2_3b,0.84,0.81,0.82
llama3.2_3b,0.92,0.86,0.89
llama3.2_3b,0.84,0.85,0.84
llama3.2_3b,0.88,0.89,0.89
llama3.2_3b,0.83,0.81,0.82
llama3.2_3b,0.81,0.8,0.81
llama3.2_3b,0.85,0.84,0.85
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.86,0.89,0.87
llama3.2_3b,0.85,0.87,0.86
llama3.2_3b,0.85,0.86,0.86
llama3.2_3b,0.9,0.92,0.91
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.9,0.83,0.87
llama3.2_3b,0.92,0.9,0.91
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.89,0.86,0.87
llama3.2_3b,0.89,0.9,0.89
llama3.2_3b,0.9,0.92,0.91
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.88,0.81,0.84
llama3.2_3b,0.87,0.92,0.89
llama3.2_3b,0.9,0.87,0.89
llama3.2_3b,0.94,0.89,0.92
llama3.2_3b,0.89,0.9,0.9
llama3.2_3b,0.84,0.87,0.86
llama3.2_3b,0.83,0.8,0.81
llama3.2_3b,0.82,0.81,0.82
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.88,0.91,0.9
llama3.2_3b,0.84,0.85,0.85
llama3.2_3b,0.89,0.9,0.9
llama3.2_3b,0.91,0.88,0.89
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.88,0.83,0.85
llama3.2_3b,0.89,0.82,0.85
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.86,0.78,0.82
llama3.2_3b,0.88,0.91,0.9
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.91,0.77,0.84
llama3.2_3b,0.85,0.88,0.86
llama3.2_3b,0.9,0.86,0.88
llama3.2_3b,0.87,0.84,0.85
llama3.2_3b,0.86,0.85,0.86
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.89,0.88,0.88
llama3.2_3b,0.86,0.88,0.87
llama3.2_3b,0.85,0.83,0.84
llama3.2_3b,0.91,0.87,0.89
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.82,0.86,0.84
llama3.2_3b,0.88,0.89,0.88
llama3.2_3b,0.81,0.82,0.82
llama3.2_3b,0.82,0.79,0.8
llama3.2_3b,0.83,0.86,0.84
llama3.2_3b,0.81,0.86,0.84
llama3.2_3b,0.83,0.84,0.84
llama3.2_3b,0.83,0.85,0.84
llama3.2_3b,0.85,0.82,0.84
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.87,0.86,0.87
llama3.2_3b,0.97,0.98,0.97
llama3.2_3b,0.85,0.85,0.85
llama3.2_3b,0.84,0.81,0.82
llama3.2_3b,0.87,0.86,0.87
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.85,0.9,0.87
llama3.2_3b,0.84,0.8,0.82
llama3.2_3b,0.87,0.82,0.85
llama3.2_3b,0.88,0.87,0.88
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.88,0.85,0.86
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.89,0.86,0.87
llama3.2_3b,0.89,0.86,0.88
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.86,0.83,0.84
llama3.2_3b,0.91,0.89,0.9
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.88,0.87,0.88
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.85,0.87,0.86
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.87,0.8,0.84
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.83,0.87,0.85
llama3.2_3b,0.93,0.89,0.91
llama3.2_3b,0.88,0.83,0.86
llama3.2_3b,0.88,0.89,0.89
llama3.2_3b,0.87,0.86,0.86
llama3.2_3b,0.85,0.82,0.83
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.88,0.83,0.85
llama3.2_3b,0.82,0.77,0.8
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.83,0.86,0.85
llama3.2_3b,0.87,0.89,0.88
llama3.2_3b,0.9,0.85,0.87
llama3.2_3b,0.89,0.89,0.89
llama3.2_3b,0.9,0.87,0.88
llama3.2_3b,0.86,0.79,0.82
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.83,0.83,0.83
llama3.2_3b,0.86,0.89,0.88
llama3.2_3b,0.88,0.85,0.86
llama3.2_3b,0.88,0.89,0.88
llama3.2_3b,0.88,0.92,0.9
llama3.2_3b,0.83,0.83,0.83
llama3.2_3b,0.85,0.82,0.84
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.92,0.87,0.89
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.86,0.85,0.85
llama3.2_3b,0.89,0.84,0.86
llama3.2_3b,0.89,0.74,0.81
llama3.2_3b,0.91,0.87,0.89
llama3.2_3b,0.88,0.83,0.85
llama3.2_3b,0.81,0.86,0.84
llama3.2_3b,0.8,0.83,0.82
llama3.2_3b,0.85,0.81,0.83
llama3.2_3b,0.9,0.88,0.89
llama3.2_3b,0.83,0.82,0.82
llama3.2_3b,0.82,0.79,0.8
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.89,0.91,0.9
llama3.2_3b,0.88,0.89,0.88
llama3.2_3b,0.92,0.95,0.93
llama3.2_3b,0.95,0.92,0.93
llama3.2_3b,0.87,0.9,0.88
llama3.2_3b,0.88,0.85,0.87
llama3.2_3b,0.8,0.81,0.81
llama3.2_3b,0.84,0.86,0.85
llama3.2_3b,0.89,0.89,0.89
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.89,0.87,0.88
llama3.2_3b,0.88,0.82,0.85
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.84,0.87,0.86
llama3.2_3b,0.86,0.86,0.86
llama3.2_3b,0.88,0.88,0.88
llama3.2_3b,0.84,0.77,0.8
llama3.2_3b,0.81,0.81,0.81
llama3.2_3b,0.87,0.81,0.84
llama3.2_3b,0.84,0.82,0.83
llama3.2_3b,0.85,0.75,0.8
llama3.2_3b,0.88,0.86,0.87
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.84,0.8,0.82
llama3.2_3b,0.84,0.82,0.83
llama3.2_3b,0.85,0.87,0.86
llama3.2_3b,0.87,0.87,0.87
llama3.2_3b,0.87,0.89,0.88
llama3.2_3b,0.83,0.82,0.82
llama3.2_3b,0.86,0.82,0.84
llama3.2_3b,0.85,0.82,0.83
llama3.2_3b,0.92,0.89,0.9
llama3.2_3b,0.85,0.86,0.85
llama3.2_3b,0.86,0.84,0.85
llama3.2_3b,0.9,0.74,0.81
llama3.2_3b,0.87,0.83,0.85
llama3.2_3b,0.88,0.87,0.88
llama3.2_3b,0.86,0.92,0.89
llama3.2_3b,0.85,0.84,0.84
llama3.2_3b,0.88,0.84,0.86
llama3.2_3b,0.81,0.83,0.82
llama3.2_3b,0.88,0.9,0.89
llama3.2_3b,0.81,0.8,0.8
llama3.2_3b,0.87,0.85,0.86
llama3.2_3b,0.82,0.8,0.81
llama3.2_3b,0.85,0.86,0.85
llama3.2_3b,0.93,0.88,0.9
llama3.2_3b,0.86,0.87,0.86
llama3.2_3b,0.84,0.87,0.85
llama3.2_3b,0.87,0.82,0.85
llama3.2_3b,0.87,0.8,0.84
llama3.2_3b,0.82,0.85,0.83
llama3.2_3b,0.81,0.83,0.82
llama3.2_3b,0.88,0.87,0.87
llama3.2_3b,0.86,0.85,0.85
